sulfate,sulfate_binary,TWI,precip. seasonality,precip. driest quarter,precip. warmest quarter,precip. coldest quarter,annual precipitation,annual mean temperature,coastline distance,N fertilizer use,land subsidence,soil pH,population density,volcano distance,water table depth,land use-urban,sedimentary rock
1298,1,0.840031888,0.544602968,0.015542632,0.042625978,0.002170343,0.040487311,0.784106681,0.605149349,0.013854554,0.8,0.666666667,0.003395339,0.093283495,0.011767992,0,1
1296,1,0.852829791,0.50653434,0.008421053,0.018287184,0.001349132,0.017694201,0.773348609,0.573506426,0.024176807,0.8,0.642512077,0.0008123,0.086292505,0.034174231,0,1
1292,1,0.576042581,0.187003717,0.011891947,0.00378862,0.004811585,0.013837563,0.664260387,0.864647412,0.006827988,0.4,0.637681159,0.000238967,0.07275126,0.00925693,0,1
1291.1606,1,0.673180844,0.316598828,0.008924789,0.017321543,0.001564952,0.012612213,0.715890345,0.719712401,0.000185951,0.6,0.724637681,2.08E-05,0.029621195,0.035541621,0,1
1290,1,0.870106312,0.305291989,0.012631579,0.026576833,0.00140779,0.020833205,0.552293484,0.392844738,0.007744352,0.6,0.579710145,9.12E-06,0.044285269,0.001691173,0,1
1290,1,0.841180842,0.25212325,0.020949316,0.034137431,0.002334802,0.027563812,0.490173046,0.46535603,0.023117618,0.4,0.565217391,3.52E-05,0.137681228,0.00075619,0,0
1270,1,0.708808493,0.304433824,0.011148579,0.017325747,0.002407614,0.013241553,0.641827986,0.666273715,0.000436677,0.4,0.68115942,3.85E-05,0.017446062,0.008195471,0,1
1268.4113,1,0.893617021,0.355369719,0.005789474,0.01812105,0.0011145,0.011983848,0.703610171,0.733241408,6.43E-05,0.6,0.753623188,3.27E-05,0.02513044,0.01794917,0,1
1267.2101,1,0.799031927,0.317104646,0.008796421,0.016680922,0.001566671,0.012133928,0.717552841,0.720156999,0.000179698,0.6,0.739130435,2.08E-05,0.029865199,0.033015903,0,1
1253.4729,1,0.827202168,0.370938796,0.006807579,0.021688895,0.0011145,0.013971286,0.694334261,0.743188262,0.000165247,0.6,0.710144928,2.17E-05,0.024088936,0.021870861,0,1
1250,1,0.676244695,0.05188503,0.098959471,0.035312844,0.011677088,0.046580987,0.530028071,0.697847865,0.008946037,0.4,0.463768116,0.003449155,0.278263726,0.003769713,0,1
1250,1,0.774202144,0.619272148,0.002631579,0.023628733,0.000410605,0.015208584,0.800425603,0.872516408,0.008266958,0.2,0.579710145,0.001069105,0.10621185,0.004989995,0,1
1250,1,0.819148936,0.593263044,0.003157895,0.007248478,0.000397191,0.018259601,0.809550774,0.729167762,0.00246457,0.8,0.652173913,0.00115164,0.101705146,0.009978108,0,1
1240,1,0.813436143,0.357093874,0.004736842,0.001304726,0.012434303,0.020987592,0.647725729,0.831886072,0.014841632,0.6,0.550724638,2.93E-06,0.007974738,0.0052908,0,1
1240,1,0.75918084,0.061057484,0.08288579,0.030350101,0.011098897,0.038925705,0.547817345,0.832060437,0.02409918,0.4,0.31884058,0.000852933,0.029193865,0.001506693,0,1
1240,1,0.796553186,0.656071135,0.004736842,0.008118295,0.000821211,0.033537506,0.794712577,0.699340396,0.007353616,0.6,0.579710145,0.001174851,0.11622618,0.008062274,0,0
1230,1,0.849702064,0.309376744,0.011052632,0.025570021,0.001231816,0.01986761,0.552477905,0.400809327,0.006425768,0.8,0.579710145,1.65E-05,0.042348335,0.006343724,0,1
1230,1,0.739074464,0.05944086,0.098511577,0.037555525,0.011433482,0.048646259,0.52911335,0.701352553,0.011926194,0.2,0.492753623,0.0002203,0.274975472,0.004837806,0,1
1223.0081,1,0.786212759,0.351590582,0.026704632,0.065266309,0.003045636,0.048650002,0.77405202,0.834951371,0.006039225,0.4,0.623188406,0.000294613,0.034150111,0.003511143,0,1
1222,1,0.799276636,0.534152212,0.005789474,0.018189186,0.000879869,0.015178177,0.790967922,0.624020491,0.002369768,0.6,0.666666667,0.000548474,0.093522369,0.014421238,0,1
1222,1,0.808510638,0.615041337,0.009238263,0.033489127,0.00140779,0.033476029,0.783435797,0.623472383,0.02013746,0.8,0.652173913,0.002934974,0.094399714,0.010591646,0,1
1215.1296,1,0.741563838,0.398367668,0.006308211,0.025627718,0.001349132,0.016722248,0.722136848,0.758968744,0.001369741,0.4,0.550724638,0.000110816,0.01316433,0.012388827,0,1
1214,1,0.850297806,0.501199348,0.00893479,0.01856973,0.001523704,0.017594472,0.773601297,0.576930882,0.023413994,0.8,0.637681159,0.001434424,0.086501978,0.035689582,0,1
1205,1,0.769883014,0.634429275,0.003684211,0.00985793,0.000586579,0.043117162,0.796138621,0.741199723,0.003675365,0.6,0.594202899,0.001453471,0.131711144,0.00588619,0,0
1201,1,0.811765955,0.58509101,0.009473684,0.02656712,0.00140779,0.026217145,0.77455297,0.613469613,0.020776146,0.8,0.637681159,0.002156714,0.090682248,0.016869551,0,1
1200,1,0.75067025,0.606997532,0.001052632,0.011161235,0.000117316,0.028550377,0.806281956,0.850142063,0.018294948,0.4,0.565217391,0.001519169,0.130392718,0.001590639,0,0
1200,1,0.725404293,0.305987185,0.016315789,0.021964772,0.008505866,0.043711274,0.826046986,0.808332061,0.003721608,0.4,0.492753623,0.017434678,0.029741983,0.006479164,0,0
1190,1,0.774372344,0.281418105,0.009075526,0.021335459,0.001011468,0.017529969,0.550827543,0.419670018,0.008436526,0.8,0.594202899,1.09E-05,0.033921274,0.008607891,0,1
1183,1,0.855627669,0.521050446,0.015263158,0.031102203,0.002346316,0.02869902,0.770217226,0.583260158,0.024493051,0.8,0.710144928,0.002699766,0.081734767,0.022625064,0,1
1174.1886,1,0.819148936,0.328253942,0.011052632,0.01869368,0.002019404,0.017872327,0.655145561,0.740448422,0.00423834,0.6,0.710144928,3.96E-05,0.02630244,0.018007349,0,1
1170,1,0.773755337,0.308470651,0.010360421,0.017275442,0.002463632,0.013458955,0.641177777,0.671463018,0.000291439,0.6,0.68115942,2.21E-05,0.018512893,0.007851917,0,1
1167,1,0.840425532,0.569408597,0.016022736,0.035944911,0.002312823,0.035027379,0.780966447,0.585088562,0.019723115,1,0.637681159,0.068458761,0.082364425,0.003943946,1,1
1160.6063,1,0.889095712,0.29082176,0.006842105,0.012970064,0.001466448,0.010260678,0.717733119,0.723807226,0.000126812,0.6,0.695652174,0.000146434,0.022793069,0.019082536,0,1
1160,1,0.757234046,0.401909846,0.002631579,0.020028125,0.00159282,0.031725222,0.800384226,0.769125045,0.007357431,0.4,0.536231884,0.001002978,0.062648174,0.055370106,0,0
1151,1,0.854180843,0.489884212,0.013684211,0.024789794,0.002229,0.02358632,0.767572051,0.571766235,0.029116652,0.8,0.666666667,0.003838838,0.079262691,0.023290589,0,1
1150,1,0.701787259,0.30444004,0.01121321,0.017440418,0.002417932,0.013317541,0.641786609,0.665845091,0.00044773,0.4,0.68115942,2.26E-05,0.017396857,0.011372219,0,1
1141,1,0.85106383,0.548411922,0.013684211,0.032512177,0.002111685,0.029982927,0.773522968,0.592089606,0.023183797,0.8,0.652173913,0.005070469,0.084216201,0.018073275,0,1
1131.2876,1,0.67546812,0.269004121,0.016615789,0.020581182,0.002463632,0.018515612,0.711105371,0.737583194,0.000156525,0.4,0.68115942,2.13E-05,0.046813919,0.063667539,0,1
1130,1,0.852765996,0.294882125,0.014210526,0.027445491,0.001583763,0.021928062,0.553249005,0.381837464,0.012217496,0.6,0.623188406,3.34E-06,0.048181369,0.002624711,0,1
1125,1,0.840425532,0.499834577,0.013157895,0.024209916,0.002195466,0.02373317,0.764796799,0.565328584,0.0320026,0.8,0.710144928,0.005756857,0.077625375,0.028851636,0,1
1124,1,0.812021296,0.632531014,0.003684211,0.007538417,0.000469263,0.027985747,0.792122055,0.721319211,0.003418727,0.6,0.594202899,0.001155356,0.118415532,0.008711012,0,0
1122.3765,1,0.800521282,0.3200856,0.012158895,0.020897942,0.001759497,0.015876533,0.716178519,0.742934349,0.001835206,0.4,0.710144928,2.87E-05,0.018026912,0.001321651,0,1
1121.287,1,0.615329824,0.372271699,0.007957737,0.033382864,0.000942574,0.030683434,0.682036358,0.812254603,0.001600349,0.4,0.52173913,0.000315575,0.015158206,0.005028556,0,1
1121,1,0.724946773,0.200550452,0.009062685,0.00321757,0.004458001,0.012425935,0.674069746,0.871852966,0.007284451,0.6,0.666666667,0.000377522,0.073299064,0.01572159,0,1
1112,1,0.817914922,0.558172057,0.011958316,0.034802986,0.001992468,0.033506076,0.778650796,0.595597782,0.024506236,1,0.666666667,0.008606704,0.085793728,0.008833015,0,1
1110,1,0.769180866,0.217751029,0.023689053,0.018844737,0.002756012,0.020316567,0.669592141,0.66286906,0.000551307,0.4,0.623188406,0.000118984,0.049020316,0.027722194,0,0
1108,1,0.785744687,0.599247291,0.001052632,0.011452132,0.000117316,0.028595191,0.80897592,0.853386107,0.018467425,0.4,0.550724638,0.001712034,0.131682968,0.004264097,0,0
1107.7523,1,0.829446833,0.334027293,0.009473684,0.015698029,0.001695325,0.012008665,0.662343737,0.669651277,0.0016172,0.6,0.695652174,1.20E-05,0.027592203,0.012017413,0,1
1105,1,0.858563849,0.507158795,0.010921369,0.020259206,0.001583763,0.020250833,0.767442001,0.556631127,0.033658771,0.8,0.637681159,0.001849204,0.083739017,0.03985828,0,1
1104.63,1,0.689053231,0.103689001,0.037400946,0.010301797,0.005426883,0.020338306,0.621675778,0.821094127,0.010917044,0.4,0.637681159,0.000624497,0.044752845,0.008569472,0,1
1104,1,0.828999945,0.309620771,0.035789474,0.022920121,0.013548158,0.043404862,0.838599071,0.841461897,0.004227914,0.6,0.579710145,0.01471575,0.037166883,0.002312702,0,0
1102,1,0.819148936,0.608511168,0.004210526,0.027109307,0.000473795,0.020996103,0.806284915,0.719934006,0.002357008,0.8,0.579710145,0.002724235,0.103539114,0.000334316,0,1
1100,1,0.618265923,0.170125307,0.015264263,0.004494303,0.004691717,0.010572015,0.564304721,0.784300104,6.49E-05,0.6,0.608695652,0.002197562,0.002034358,0.015843583,0,1
1098,1,0.772808481,0.659896623,0.002105263,0.004449348,0.00029329,0.019469364,0.811879701,0.771384851,0.002824822,0.8,0.594202899,0.002382423,0.109270575,0.004086603,0,1
1086,1,0.85106383,0.511240679,0.008886158,0.019263555,0.001400968,0.018906118,0.770239408,0.56755818,0.027087081,0.8,0.637681159,0.002205004,0.08504624,0.035044489,0,1
1082.9658,1,0.874585091,0.363651367,0.006406105,0.019135546,0.0011145,0.012634415,0.697606039,0.735371999,5.93E-05,0.6,0.768115942,2.17E-05,0.025982474,0.019862205,0,1
1080,1,0.681244708,0.638130699,0.003684211,0.004059148,0.000410605,0.016029637,0.80649772,0.782125396,0.008263898,0.4,0.637681159,0.000500032,0.100089639,0.04043533,0,1
1077.14,1,0.814617076,0.180320093,0.020526316,0.00637866,0.007979821,0.021516587,0.628794146,0.795415075,0.019697165,0.6,0.623188406,0.000193766,0.06763633,0.009471374,0,1
1076.8961,1,0.595021268,0.449636063,0.010532947,0.041783997,0.00176057,0.031638055,0.691338847,0.757565826,0.009820308,0.8,0.52173913,0.006962742,0.018004333,0.001021933,0,1
1075.0231,1,0.829595688,0.469652591,0.009453632,0.049134243,0.001660658,0.03625396,0.687888285,0.768612023,0.009202058,0.6,0.550724638,0.000468108,0.014863097,1.92E-05,0,1
1075,1,0.797691508,0.639379673,0.005263158,0.027267903,0.000703895,0.023594882,0.787759703,0.68127753,0.006822208,0.8,0.565217391,0.001744135,0.110677138,0.011949572,0,1
1069.835,1,0.632404246,0.333428458,0.008591053,0.02354784,0.001877053,0.015474287,0.728019808,0.746794721,0.000752564,0.4,0.68115942,0.003069077,0.015968008,0.020370409,0,1
1069.607,1,0.904255319,0.305166252,0.007113737,0.013205857,0.001346797,0.010293186,0.716740069,0.728142757,0.000199612,0.6,0.68115942,0.000888062,0.021491538,0.008573055,0,1
1068,1,0.85106383,0.507626151,0.013058474,0.024055523,0.002163016,0.02340963,0.762903797,0.565879469,0.03246182,0.8,0.666666667,0.002543596,0.078400828,0.036573225,0,1
1058,1,0.842563873,0.502605454,0.010526316,0.021893303,0.001814618,0.019063733,0.774114085,0.585411949,0.020470515,0.8,0.637681159,0.002124032,0.085913867,0.035560139,0,1
1056,1,0.85106383,0.506526041,0.008947368,0.018673674,0.001466448,0.017994103,0.772758986,0.573705113,0.025648678,0.8,0.637681159,0.001433156,0.086277709,0.034414494,0,1
1056,1,0.834765982,0.359552508,0.043617526,0.019807771,0.018669051,0.041539558,0.8381853,0.854821257,0.002201265,0.6,0.536231884,0.001464486,0.043538095,0.017429191,0,0
1046.4,1,0.762808536,0.306643919,0.016298368,0.021787184,0.008566459,0.043920217,0.825473626,0.809135466,0.003704432,0.4,0.492753623,0.015600938,0.029529128,0.003505284,0,0
1043.4236,1,0.744680851,0.424900733,0.007371527,0.023608437,0.00158411,0.021350664,0.686237627,0.763664815,0.00611957,0.2,0.666666667,6.52E-05,0.011537961,0.013881731,0,1
1043,1,0.847127712,0.507750215,0.008434053,0.018662366,0.001409239,0.018017587,0.772999863,0.573166376,0.025718069,0.8,0.637681159,0.000811727,0.086435364,0.035370107,0,1
1040,1,0.78512768,0.233961946,0.023684211,0.023107713,0.002639606,0.022178177,0.654836698,0.639139635,0.004264971,0.6,0.637681159,5.05E-06,0.044094507,0.004810227,0,1
1039,1,0.847329809,0.486406116,0.006640684,0.016368948,0.001290474,0.015567503,0.773156493,0.571975692,0.018614707,0.8,0.637681159,0.001769642,0.079787353,0.037665326,0,1
1034.3737,1,0.739212767,0.232455756,0.008906631,0.010770672,0.001405584,0.009449726,0.725690853,0.716039946,1.91E-05,0.2,0.695652174,2.06E-05,0.036091713,0.030029491,0,0
1030,1,0.79787234,0.245246067,0.019473684,0.021103943,0.002170343,0.018902938,0.66393233,0.627338649,0.000138105,0.4,0.623188406,9.19E-07,0.037667888,0.023569703,0,1
1020,1,0.718585075,0.649197675,0.003157895,0.005692447,0.000469263,0.013766703,0.809218263,0.752572423,0.001573756,0.4,0.652173913,0.000446169,0.098449467,0.017185204,0,1
1020,1,0.806776574,0.652514474,0.004210526,0.007824717,0.000703895,0.030846638,0.794118528,0.704998614,0.006175741,0.6,0.579710145,0.001071992,0.117594393,0.010310619,0,0
1018.127,1,0.728478695,0.441393698,0.008316368,0.036855176,0.001638515,0.044902528,0.7380597,0.78818791,0.006552841,0.6,0.52173913,0.004250694,0.002396415,0.004706885,0,1
1016.8423,1,0.600361682,0.313386688,0.011948947,0.021138736,0.002346316,0.01866477,0.689055722,0.72599687,0.000270603,0.4,0.739130435,1.12E-05,0.030282951,0.047577553,0,1
1013,1,0.861308483,0.513081073,0.011052632,0.02188388,0.001994369,0.021205456,0.768271009,0.56772352,0.02854592,0.8,0.652173913,0.002276772,0.082238112,0.036519677,0,1
1012,1,0.840425532,0.534143945,0.015797368,0.031791245,0.002414975,0.030079679,0.770234955,0.580680442,0.02390842,0.8,0.68115942,0.004732259,0.080949809,0.023183493,0,1
1010,1,0.779808531,0.305929697,0.010852684,0.017346332,0.00242419,0.013274214,0.642181171,0.666941307,0.000413038,0.6,0.666666667,7.98E-05,0.017580478,0.003955984,0,1
1010,1,0.764074447,0.081522329,0.085364733,0.037838939,0.009937471,0.046502486,0.54647717,0.657914549,0.01568275,0.4,0.391304348,1.18E-06,0.239625076,4.66E-06,0,1
1008.7854,1,0.663297856,0.22408106,0.012104421,0.018084517,0.002353027,0.014270677,0.71341657,0.699906217,6.83E-05,0.2,0.695652174,4.19E-06,0.033851067,0.048804227,0,1
1005,1,0.794319153,0.624487209,0.002631579,0.011686083,0.00029329,0.009108855,0.80046994,0.730278913,0.001071344,0.4,0.666666667,0.000109715,0.088473232,0.074960948,0,1
1002,1,0.765319175,0.679846954,0.003157895,0.013480415,0.000351947,0.010178075,0.807809948,0.734014237,0.000476593,0.4,0.637681159,5.86E-05,0.08378471,0.050233919,0,1
996.2235,1,0.690627646,0.393685277,0.006692368,0.019270079,0.001349132,0.016544122,0.72544555,0.757627646,0.001253574,0.4,0.695652174,0.000290246,0.013517286,0.015116055,0,1
994.8136,1,0.894095725,0.352651377,0.006884105,0.018043635,0.001173158,0.012226734,0.702296448,0.730673501,7.31E-05,0.6,0.739130435,3.11E-05,0.026784283,0.016865727,0,1
989.6728,1,0.491648897,0.33910958,0.008130105,0.024010147,0.001850463,0.015609445,0.7275011,0.747111155,0.000760368,0.2,0.666666667,0.003066495,0.015892548,0.048748567,0,1
985,1,0.723404255,0.344544246,0.004736842,0.018786894,0.002580948,0.040021637,0.777573526,0.826602985,0.010406337,0.4,0.594202899,0.001597026,0.074676565,0.005565989,0,0
984.0848,1,0.808510638,0.271954091,0.01021479,0.015794143,0.001661262,0.011726248,0.714267759,0.730248004,0.000231025,0.4,0.724637681,3.06E-05,0.032802384,0.025052541,0,1
984,1,0.819148936,0.303843256,0.031277211,0.019389678,0.017287189,0.048087629,0.839388195,0.863569851,0.005796299,0.8,0.652173913,0.001535358,0.030210639,0.00315225,0,1
983.3786,1,0.750702148,0.341438375,0.010700685,0.025112352,0.001818395,0.01727406,0.717394718,0.750883642,0.003595306,0.4,0.710144928,4.51E-05,0.015384023,0.010204529,0,1
981,1,0.85668085,0.5430066,0.013638158,0.031720063,0.002106552,0.029236835,0.771935869,0.593608892,0.022864493,0.8,0.68115942,0.00253865,0.08467842,0.022983795,0,1
978,1,0.718457486,0.304186926,0.011304579,0.017401275,0.002410858,0.013346254,0.643780108,0.666974295,0.000390079,0.6,0.68115942,1.04E-05,0.017501496,0.009206975,0,1
977.8619,1,0.700840402,0.331398275,0.034071844,0.03987199,0.00502805,0.059709789,0.801395005,0.863782181,0.000802774,0.2,0.52173913,2.73E-05,0.044181041,0.047712329,0,1
977.35,1,0.808510638,0.114442511,0.056272105,0.027308786,0.007097724,0.029254576,0.559071971,0.674955548,0.005326086,0.6,0.463768116,0.000157514,0.106192533,0.001053176,0,1
976,1,0.85106383,0.496406113,0.012105263,0.025369672,0.002053027,0.022982105,0.76880006,0.585620007,0.021703579,0.8,0.652173913,0.00223943,0.083265259,0.031840362,0,1
972.921,1,0.611723393,0.452001649,0.01037679,0.041993187,0.001775452,0.031710917,0.69164475,0.757945467,0.009776037,0.8,0.507246377,0.006963075,0.017893604,0.002571807,0,1
968.7697,1,0.705212776,0.359600499,0.008640474,0.01861728,0.002287916,0.01402215,0.655149986,0.709398403,0.00396376,0.2,0.68115942,1.30E-05,0.033248632,0.043606643,0,1
960,1,0.85106383,0.53720845,0.014835895,0.034925196,0.002970753,0.035508075,0.766630694,0.568581107,0.021961236,0.8,0.768115942,0.003525087,0.077340646,0.011954705,0,1
960,1,0.725053179,0.307484699,0.015789474,0.021699624,0.008630045,0.04471384,0.823181622,0.809728375,0.003646841,0.4,0.47826087,0.015250293,0.029318011,0.008210035,0,0
953.9528,1,0.85106383,0.278382534,0.007369263,0.012205234,0.001293589,0.009393119,0.725284466,0.714381036,5.54E-05,0.6,0.739130435,2.79E-05,0.025824288,0.020300051,0,1
953,1,0.832723415,0.421674932,0.012105263,0.016773122,0.028233634,0.060951135,0.831587119,0.871470757,0.00394797,0.6,0.52173913,0.004321728,0.018623581,0.003744167,0,1
952.5,1,0.811106418,0.314660053,0.009573263,0.01573601,0.002053027,0.011676972,0.661097971,0.681104559,0.002627584,0.4,0.724637681,0.000382802,0.025839448,0.049531657,0,1
950.4,1,0.696585067,0.309061219,0.015263158,0.028583214,0.008682192,0.045767727,0.82252548,0.8103727,0.003571365,0.6,0.47826087,0.016697752,0.029100458,0.002735491,0,0
947.3766,1,0.877819142,0.369303966,0.009638421,0.020271819,0.001377153,0.013917654,0.706482919,0.71979541,0.000261113,0.4,0.710144928,4.42E-06,0.030632104,0.018992854,0,1
945.8521,1,0.677510606,0.244720024,0.016315789,0.015376921,0.002229,0.014662154,0.68995418,0.762766587,0.000871409,0.2,0.710144928,9.00E-05,0.041851662,0.004774394,0,1
941.679,1,0.404841484,0.278260962,0.018982737,0.029937808,0.003263902,0.022408039,0.654415543,0.739820421,0.000125002,0,0.652173913,0.000299824,0.031843699,0.046085655,0,1
940,1,0.813425592,0.64032669,0.008421053,0.035683966,0.001231816,0.035191611,0.784801241,0.634115311,0.014105338,0.8,0.608695652,0.001863649,0.098339063,0.003859728,0,1
937,1,0.828489425,0.515839551,0.011587369,0.024271382,0.001760676,0.021971749,0.777839517,0.597661698,0.016793425,0.8,0.623188406,0.001795474,0.086948348,0.016642476,0,1
937,1,0.822372274,0.609239021,0.008947368,0.031593071,0.00140779,0.031988565,0.784743601,0.619665519,0.020990515,0.8,0.652173913,0.003433291,0.093118341,0.010313336,0,1
930,1,0.722553172,0.395557066,0.005263158,0.01015387,0.001879482,0.033116547,0.802160482,0.771703372,0.006980104,0.4,0.565217391,0.000866166,0.06655134,0.034015704,0,0
924.5872,1,0.871489342,0.258821751,0.005263158,0.011918006,0.00358164,0.012161821,0.717173034,0.847795,0.000567157,0.4,0.666666667,3.48E-05,0.009909113,0.018100151,0,1
923,1,0.766872325,0.137583951,0.031578947,0.009781096,0.006862975,0.020790648,0.590431508,0.800389371,0.01777986,0.6,0.608695652,0.000178528,0.079025688,0.01872018,0,1
917,1,0.829787234,0.619805638,0.010853526,0.036565091,0.001466448,0.036397786,0.785457356,0.624792981,0.014800987,0.8,0.652173913,0.003716932,0.097030857,0.014390136,0,1
916.07,1,0.818510664,0.281181146,0.032171894,0.030306902,0.003763761,0.030248987,0.737846895,0.785990968,0.001368484,0.6,0.623188406,0.00023346,0.050601287,0.006152763,0,1
916,1,0.861702128,0.505372198,0.014736842,0.029939257,0.002404974,0.027463877,0.769530079,0.579823893,0.024573056,0.8,0.68115942,0.003576531,0.080861344,0.024297836,0,1
914,1,0.849776572,0.502253928,0.007894737,0.01749739,0.001290474,0.016938368,0.774114085,0.575894408,0.021640458,0.8,0.652173913,0.001317434,0.085808438,0.031970507,0,1
